uid,nickname,time,star,comment
-2058240985,j***1,2021-01-05 16:12:32,5,收到货好几天了，拆封后拿在手机感觉太好了，有质感，拍照功能强大，毕竟一万多的手机啊?，值得拥有。
393386649,j***v,2021-01-05 16:12:09,5,很不错，京东的快递真的很靠谱，服务贴心周到，满意
393386649,j***v,2021-01-05 16:09:04,5,很不错，京东的快递真的很靠谱，服务贴心周到，满意
1106678721,j***c,2021-01-05 16:06:17,5,给对象买的，很靓。?
-1594155925,j***9,2021-01-05 16:02:13,4,拍照效果：还不错
其他特色：发热很严重，不要说长期看视频或者打游戏了，就是简单看几个视频都热得烫手，发热后会出现小小卡顿情况。。感觉买了二手货一样。。
2039277430,k***n,2021-01-05 16:01:25,5,京东购物方便快捷，快递效率高，信任京东，赞
-36225278,x***8,2021-01-05 15:55:59,5,一如既往的好
-1933292028,PWcuKgmFVwQz,2021-01-05 15:54:30,5,刚入手感觉很好
1635125010,davisli25,2021-01-05 15:47:16,5,物流很快，蓝色效果挺好的。
-901970165,棒棒的波波未来可期,2021-01-05 15:47:02,5,之前用的是小米10，感觉没有那么惊艳，???
-1301507360,c***9,2021-01-05 15:46:13,5,套装版，12期免息，不错
881204731,CoCo_F,2021-01-05 13:34:58,5,外形外观：对于小手.单手操作有点难
运行速度：超级快.
待机时间：一天一冲.新手机电池还是给力的
-204578511,萌萌我要喝奶茶,2021-01-05 13:31:59,5,哈哈叫我抢到手了，使用起来超级舒服，买的时候有点担心出现问题拿到手后发现都是谣言
-191950384,j***b,2021-01-05 13:21:38,5,第一次用苹果 反正不卡好用挺棒的
1116454517,-麥子-,2021-01-05 13:16:04,5,京东速度快质量杠杠好
1685284817,G***-,2021-01-05 13:11:50,5,还不错  发货速度很快
-69406310,好人laohei,2021-01-05 13:11:37,5,正品
1602943062,jd_151632lfd,2021-01-05 13:07:25,5,不掉漆，不拉手。比7p大一丢丢。绿屏是真的，我的手机在暗得地方有一点绿不影响使用
1825732576,j***0,2021-01-05 13:05:50,5,为什么没有充电头
1949999441,妳的专属男友,2021-01-05 13:05:22,5,可以
-914117118,TtcbZiNIoBAw,2021-01-05 13:03:30,5,拍照效果：很满意
屏幕音效：很满意
运行速度：很满意
外形外观：很满意
-219904171,宜川县曹柏同学,2021-01-05 11:57:43,5,使用起来比较流畅，就是不喜欢这个齐刘海，其他都行
-826682987,jd139795gbt,2021-01-05 11:51:23,5,在京东买的第三台苹果手机，京东重来没有让人失望过，买的手机一直用到退休都没有任何问题
-791164285,豆***野,2021-01-05 11:50:12,5,东西很好
1746223227,kk959558,2021-01-05 11:45:49,5,我是女生，拿这个手机像砖头一样。很没手感。还不如XS M AX 拿手里舒服！！！有点后悔。
-1882501177,z***0,2021-01-05 11:44:05,5,不错，好用！挺好，苹果还是挺好的，抢到一个真是不容易！希望继续好用吧
1825732576,j***0,2021-01-05 11:32:52,5,不错，一直都用的苹果手机
-653264606,冰的椰子汁,2021-01-05 11:27:25,5,买了华为mate40pro和小米11，用来用去还是苹果最好用。 安卓的第三方软件总是莫名其妙建立一个相册里面塞几张怎么也删不掉的图片。
31409249,llililil,2021-01-05 11:21:01,5,外形外观：不锈钢加上方形很不错
屏幕音效：很棒
拍照效果：很好
运行速度：很快
待机时间：很长
-753188325,D***p,2021-01-05 11:20:00,5,业界最强王者，提高工作效率，真心希望国产手机像他们学习，但是这次减配打着环保旗号把充电器都给搞没有了，看来这个成本控制不但需要手段，更重要的是口号，自营商品没的说，速度第一，就是抢了好多天才抢到
1094554540,jd_151220pvh,2021-01-05 11:05:41,5,手机很好看，像素也很好，四方四正用的也挺好，用了三年的iPhoneX换的，暂时没有发现卡顿情况，电池也还行，一直刷~看电视能玩一天不需要充电，总体还不错，手机有质感，入手很舒服拍照效果非常清楚，画面色柔和，不玩游戏不看视频两天一冲，通信音质很好十分清楚没有杂音，运行速度很好一点不卡显示效果很美。
327939933,z***1,2021-01-05 12:40:22,3,看评论说屏幕发绿，有点担心，等待开箱验证，如果发绿果断退货
1088879385,宵小书童,2021-01-05 10:28:13,2,入了保值换新的坑不得不买了，爱回收就是个**，这代苹果手机槽点很多，续航差屏幕绿，手感差，唯一拿得出手的可能就系统了吧
-1858818298,水之塔11,2021-01-05 09:14:44,2,静音键有毛刺，来回用手指来回摸，竟然还划手指。
418701211,jd_185151ehi,2021-01-05 08:23:36,2,四号买的当天晚上就到了，刚拿到手的时候感觉外观真的不错，但是之前大家都说会有绿屏，所以我就试了一下，不幸运就发生了我身上了，唉扎心了，满心欢喜的迎接，结果没有我想的那么好，还是有让我失望的
706835093,睛空万里22102,2021-01-04 23:19:16,2,外形外观：很大气。
屏幕音效：显示清晰。
拍照效果：拍照很强大，人的皮肤纹路都能细致展现。
运行速度：超快，比原先的xs max快上很多倍。
店家客服业务技能超差，解释问题不专业，误导顾客方向。
-1895564642,博博小宝宝140501,2021-01-04 20:00:54,3,屏幕左上角没反应，重启好了，用用看吧～但愿别赶上破机子。
-1402222960,发现者2021,2021-01-04 08:18:39,2,买了这么多钱的手机，居然没有充电器，居然还只有128G，居然还有京东的标签，为什么要买，是品牌的信仰？还是崇洋媚外的劣根性？那割手的手感，那妥妥半斤的重量，无时无刻不在告诉用的人，傻！
1487589843,彼***咯,2021-01-04 00:13:55,3,首发买的，除了5G还不如上一代，电池不给力。
304023988,何谓相伴,2021-01-04 00:08:57,2,信号差，近距离摄像不对焦，触屏不灵敏，手机发烫严重，开机按两次才行
517641856,段青丶,2021-01-03 22:38:49,3,屏幕偏黄，非常难受，两个平台换了三台都是一样的，只能自己调色，可能批次不同，换新也是偏黄，
A14的确很强，快充的时候会发热，如果边玩边充更烫手，
游戏很顺畅，一定要开启省电模式，非常稳定。
-1647253446,CTaPOZhmgDIJ,2021-01-03 15:50:25,3,发热。充电慢，还需自己买充电器
-631085393,无人化之路,2021-01-03 14:54:26,3,京东的这个iPhone有一些小问题，比如屏幕发绿，手机略微有些发热；但是给售后却说没啥问题，绿屏也是不让更换，感觉还没有~服务好了（我还买了一个在~上），有些失望了。估计以后不会在京东买iPhone了。
167174399,j***c,2021-01-03 13:59:12,2,还不错，就是太忽悠人了，没有充电头
1388898686,卿iil,2021-01-03 13:16:36,3,用了一个月再来评价的，绿屏严重刚开始还好肉眼勉强看的出来最近不知道怎么了突然就特别绿
889864108,嚣张的乐乐,2021-01-03 10:11:53,2,外形外观：满意
屏幕音效：绿了
拍照效果：可以
运行速度：可以
待机时间：一般
其他特色：屏幕绿了   中奖了
80523056,1***5,2021-01-03 05:55:01,3,太重了，信号不是很好。唯一好的就是拍照
637601081,M***g,2021-01-02 22:17:48,3,手机续航时间不行 ，有好多次充电  好像手机漏电 被电过两三次 害
-207292683,ZC有度,2021-01-02 22:09:27,3,在使用5g的情况下手机发热很严重
1011755034,Alice晴晴,2021-01-02 21:18:53,3,12居然让我觉得有点卡 系统觉得不行了??
-558519577,j***d,2021-01-02 17:41:06,3,经常提醒号码不可用！
1977900149,RUbYGjiAuiAX,2020-12-29 23:09:12,2,绝了，充电老烫了，我感觉手机快炸了
-1146625437,jd_185500hek,2020-12-29 21:35:27,3,拍照会卡机，~打开拍照黑屏，有时也卡机，每次都重启，这是我这半个月了用下来的感觉，不开心
-1585332318,jd_177892ovd,2020-12-29 21:07:51,3,我不知道充电背部40度正不正常，还有屏幕我也不知道发不发绿，第一次用苹果，之前用的三星是10+.
-33133656,雪大GG,2020-12-29 10:17:23,3,还行吧，目前还在使用中再使用下看看吧，感觉不如一起好啦机器。
1589896294,jd_135900spr,2020-12-28 23:22:51,3,玩和平精英发热严重，发热就特别卡，其他的还行
722423078,jd159958asm,2020-12-28 20:18:43,2,越来越不好了 最近死机 闪退都来了
-624362517,180*****101_p,2020-12-28 17:44:12,3,相对来说，信号比其他苹果手机的信号有点差，电池还是挺耐用的，不适合女孩子这么大的手机，必须双手操作才行。
798634363,jiaqing852,2020-12-28 15:31:17,3,什么手机啦，用了magsafe 充电发热 手机还卡，**
-1079197395,jd_182356yyxf,2020-12-28 13:43:15,2,网络信号差。5G用不到。4G信号也很差。反正现在挺后悔买这个手机的
1013493406,jd_130763mot,2020-12-28 13:28:13,2,触屏不灵，打字小卡
-265578209,花底,2020-12-26 23:34:28,3,是正品，但是正面屏幕的底部缝隙有点大，仔细看能隐约看到里面金属的闪光，担心防水性会差，不知道属不属于质量问题
-951423381,二代钢铁侠呀,2020-12-26 21:53:22,3,贵死了！
-1079576173,j***p,2020-12-26 21:21:51,3,充了两小时都没充满电，666
-1236350799,l***杰,2020-12-26 18:49:53,3,第一次用苹果手机，还不太会用，就是有些数据不能和安卓手机共享&hellip;&hellip;
155729288,DreamBot,2020-12-26 18:03:51,3,信号?真的是软肋，也很无语
-1611432095,z***4,2020-12-26 16:17:57,3,补贴什么都没有给到，感觉又是被忽悠了！
-567660290,名字重复屁,2020-12-26 10:06:29,3,还可以吧，就是真的贵,不送充电器真的有点#
-447579850,冷***g,2020-12-26 04:44:22,3,信号不好，有时候打电话听不清
-1333897256,GJIPpuaHqGAW,2020-12-25 22:23:28,3,其他特色：其他都可以，就是发热太#。两把王者烫手，3把就烫的卡顿。别的也这样吗？
598112545,名字也带东0616,2020-12-25 17:45:47,2,绿屏
-588636882,J***_,2020-12-25 16:39:20,3,软件无响应，你值得拥有。
-1009988737,KhAVvWYgfgNi,2020-12-25 12:17:25,3,外观感觉一般，摄像头突出真心丑，操作流程还行
-1480120007,花殇紫吟调520,2020-12-25 12:11:33,2,毕竟一万多的东西，包装太不严谨，盒子内充气包破损，拿快递时东西就随意弃在地上，盒子也有几处外物压破的。作为京东plus老用户，这是第一次给出差评
-1887456999,l***9,2020-12-24 15:42:59,3,和华为p30对比了下，用了两天，又用回华为了，过几天再看看吧，主要有以下不适应：1.信号确实没那么好，虽然比苹果11进步了，但比p30弱 2.没有门禁卡功能，非常不实用  3.识别wifi能力不行呀，不会主动认识存过的，也比较弱 4.解锁不习惯，没屏下指纹，每次都要从屏幕最底下滑才能开5.只能从左滑返回，没法左右滑随意返回6.重啊，尤其是放口袋里快走时  7.骚扰电话没法识别主动拒接，不过也有很多优点，拿在手里的质感，屏幕显示效果，动画效果，马达震动，各app的老实，确实是旗舰级！！！
1275022649,Kundaikin,2020-12-24 14:30:35,2,第一次用苹果游戏感差,经常**络不稳定，有信号无网络，信号弱。 不看上用苹果系统 就换华为了，中国oppo杂牌都比这网络好
-716330844,j***S,2020-12-24 13:56:09,3,除了网速慢有点，有点卡没毛病&hellip;&hellip;
92772102,子商卜夏,2020-12-23 23:29:16,3,今年苹果的质量不敢恭维，屏幕边缘有类似胶水异物，往下看还有黄色异物，是元器件暴露？已经申请退货，不知道能不能成功。
397141162,j***f,2020-12-23 22:03:36,2,充电器插头没用几次就坏了&hellip;&hellip;
649741024,飞雪无痕冇,2020-12-23 20:19:57,3,水果机就像一个40岁中年妇女，工作可靠，默默无闻为你服务，可靠完成所有工作，颜值老矣，可玩性差。某小众机就像一个18岁的少女，靓丽惹眼，颜值高，而可玩性好，可工作起来就不太靠谱，解锁经常失败，屏幕也有误操作。唉，如果水果能学学人家的长处，改多好。
704595585,jd_一笑而过,2020-12-23 18:56:37,3,看视频看着看着自动重启了 你们的有这种情况嘛？
948147597,Halth0206,2020-12-23 13:43:26,2,信号弱，刚挂完电话立即拔不出去
-1814487244,jd139666wsg,2020-12-23 10:27:13,3,是自己喜欢的颜色！有厚重感！但充电器要另购，不是很方便。包装有点掉档！
1209222765,penglu84,2020-12-22 22:53:53,2,第一次用苹果手机，而且一万块钱的手机，信号居然不好，经常两格网络，没有我之前用vivo手机号，信号都是满的。偌大一个苹果手机公司，最基本的不应该是打电话吗，信号不好，还怎么打电话。然后我又在网上搜寻解决信号差的问题，有的说重启一下，有的说卡重新查下，我试了都行了，这个到底怎么解决，请客服出来解释一下，自动回复的就不要回复了，要真正的来解决！
1945633415,jd谢涌泉,2020-12-22 22:25:25,3,经常会屏幕自动变的很薄，调整至最大亮度依旧很暗的现象，麻烦予以解答
-828287315,j***g,2020-12-22 20:15:24,3,外形外观：有细微划痕  介意的别买
屏幕音效：大 音质一般
拍照效果：远距离可以 近拍不对焦
运行速度：不错
待机时间：4g网络够用一天 5g崩
其他特色：市里住 信号2到3格 马路满格 和上一代差不多 早知道不买了 比 一加的一半都不如  这些好评基本上都是托
-1984811436,魅影鸳鸯,2020-12-22 11:15:21,3,前置摄像头，晚上还是渣 ；电池还是不够用，看视频打电话浏览网页确实待机久，但玩游戏很快就没电了。
248324564,j***5,2020-12-21 20:13:21,2,其他特色：屏幕绿到发慌，客服态度差
-1622378292,j***N,2020-12-21 18:18:43,2,失望 拿到手机就这样的 已发起换货了
-821724057,jd_linchao123,2020-12-21 15:04:23,2,没人配送
-1298273515,j***羽,2020-12-21 13:38:34,2,第一次线上买苹果手机 翻车  
 1：屏显在不直视情况下是绿白双色 、低亮度情况下相片黑色成墨绿色 视频也是低亮度无开灯黑色变墨绿色人脸色蜡黄蜡黄的 整个屏幕像加了一层灰绿色滤镜 颜色失真严重看的非常难受 就是绿屏（但此问题售后检测为没有问题 说系统升级后会好 其实并没有）
 2：使用过程出现触屏点不动情况 有时是整个页面退不出去 有时是局部触屏点不动 都只能用退出程序重新进入才能恢复触屏（有拍视频留存）再次检测通过换新机 
 3：因第一次直接收到了问题机 网评序列号G0的代工厂是上海和硕品控差 为了避免再次收到问题机 售后诉求是更换其他序列号（富士康）的手机 不过发的还是G0的 问客服说是随机发 未拆封退回重新申请换货 希望能随个富士康的 不过四次发出的都是G0的序列号 根据这样的概率大致可以确定京东销售的都是G0的产品 
 4:售价9299元 跟苹果官网一样 官网享受的是14天无理由退换货的服务 京东却是对屏显色彩失真绿屏不支持退换的 第一次线上买手机买了个麻烦 以后不会在京东买手机了
-558519577,j***d,2020-12-21 08:48:34,2,出现闪屏现象是怎么回事？
489134743,j***k,2020-12-20 22:55:16,2,用了一段时间，不知道为什么，~别人发语音过来，是听不到，迟一会才能听到
-1974640863,潘***豪,2020-12-20 20:09:03,3,信号还是很差 经常需要开启飞行模式然后关了就好了  信号和之前苹果8差不多 和华为没法比差好几个等级 估计连其它手机都不如  其他都很好  主要因为面部识别买的苹果
-485627131,杉***人,2020-12-20 14:28:58,3,也就那么回事吧！炒冷饭已经吃够了！除了4S的直角边框也就没啥设计语言了！浴霸相机是真的丑！夜景模式也被菊花手机吊打！性能有所提升，都塔玛上万了性能还不有所提升？！那么这时候就有杠精要问了：那你还买！不好意思，百特曼讲话儿了：I'm rich！所以付款时选择了十二期免息！买它不代表一定喜欢它，只是还没有找到更好的替代品而已！
-1517757255,j***H,2020-12-20 12:27:52,3,手机太大，太重拿着沉
325502129,b***n,2020-12-20 11:49:38,2,到手一个星期，就有送耳机。相当于多花一千块买呗。 有掉价这么快？！！！
-1353795620,j***a,2020-12-20 11:24:48,2,其他都行，就今年苹果屏幕质量品控差，屏幕在黑色背景下有发绿情况。
1222090754,北京以北-南京以南,2020-12-20 10:17:34,3,第一眼外观，看着可以，不锈钢边会留指纹，戴着手机壳就可以了。运行速度可以。相机没啥毛病哦。
这个手机信号是真的差，我在饭店吃饭都是3G信号?微信没有几分钟都上不去，我的realme玩家版，以及朋友的米8，信号杠杠的（都是腾讯大王卡）。以及在我们郊区这边也测试过，realme阔以刷抖音，爱疯只能登微信，而且有时候微信等不上，在地铁也是测试过，信号忒差了
634280431,Wei-See,2020-12-19 23:10:51,3,静音键歪的，算了，也不能退
1030261555,唱歌的土拨鼠,2020-12-19 22:08:35,3,外形外观：瑕疵品
-564096274,Q***雄,2020-12-19 21:29:49,2,外形外观：还行
屏幕音效：屏幕发黄
拍照效果：一般吧
运行速度：还行
待机时间：一般
484546343,jd_0477700,2020-12-19 21:25:48,3,绿屏，显示纯黑图屏幕会发光
-548439685,木尘121,2020-12-19 16:16:13,3,待机不行，易发热，信号不好，苹果通病，手感不错，系统流畅
733246875,j***e,2020-12-19 10:59:53,3,感觉小了点，
423625750,y***o,2020-12-18 21:55:15,2,说实话手机还是满意，就是有点坑，买的时候没有提醒说七天无理由退货，感觉以前京东态度还好，这次真的差的要是死，还说以前的充电器头可以用，根本就不能用，说什么拆封了就不能退换，不拆开鬼知道你里面什么东西啊，以后绝对不会在京东买手机了，买了无数个手机，这次最差劲?差劲????
752271102,啷里个咚,2020-12-18 20:44:45,3,比~多花800块，特别不爽
1508583170,C***l,2020-12-18 20:14:29,3,没有觉得惊艳，屏幕发黄&hellip;&hellip;
226105625,hanshao199,2020-12-18 17:56:36,3,没有5g信号，换别的手机就有，坑
-1188961508,潜***哦,2020-12-18 14:51:07,3,无充电器、无耳机
-1038633322,jd_135473gxb,2020-12-18 14:46:42,3,有时候点左上角返回按钮会出现反应慢的情况，要点几次才能返回，不知道是App不兼容还是啥原因，其他的方面感觉还行，Max是真的大，想单手操作的话起码身高180以上，反正我175的手是单手驾驭困难的，电池也挺耐用，反正网上说的各种问题我都暂时没发现，重量是真的有点重，躺床上玩的话，一不小心掉下去......其他问题暂时没发现，再用几天时间再来评论看看......真人，非刷子。有什么问题可以留言，看到了就回复外形外观：还可以，镜头突出有点多...屏幕音效：声音挺大，感觉都快赶上老年机了拍照效果：像素也并没有网上说得那么#，夜景下照片效果确实突出运行速度：运行速度这个确实没得说，#！待机时间：不玩王者吃鸡那种游戏的话，一天一充没毛病其他特色：iPhone一直都这样，特色说不出来
792205637,w***z,2021-01-05 18:54:49,1,2个卡***就取不出来了&hellip;&hellip;换了3家没办法，去售后，只有一个人&hellip;&hellip;排队排很久，看了说要寄回厂家拆机15天左右&hellip;&hellip;没办法了，只能先用着呗，要么拆机重新办卡，关键忙啊。哪里提示说原来的卡不能用吗？我没看到！小心点，问了修的，说有很多这样的，太多了，**设计啊
338714387,阳***沙,2021-01-05 16:48:10,1,差评，差不能差的评价，以后购买东西坚决不买京东的，无任何售后体验，建议大家买苹果，直接~苹果官网进行购买，官网可以14天无理由退货，哪怕激活都能退，但是京东退货很麻烦很麻烦，拆封就不能退换，max有冷屏和暖屏的，完全随机的，我这边收到的是暖屏，屏幕黄的很，看视频拍照都很黄，京东不给退不给换，一问客服说拆封不能进行退货，剩下的不想说了，以后买苹果直接进入其官方网站进行购买，至少你收到暖屏的手机，不合适无理由退或换。京东完全无售后，客服敷衍回复慢而且还没有任何服务态度
-1671320701,155*****883_p,2021-01-05 16:40:47,1,千万别买，假货。才用一个月黑屏，卡机，怀疑是组装机。网上买手机套路深
781235413,哑***X,2021-01-05 11:58:25,1,为什么说差那是因为每次~登上去的时候开视频的时候，他就会一动不动屏幕连人的头像都看不见。，拍照都带有光点！
1976575157,jd_5b52dbd6dfe2c,2021-01-05 10:15:49,1,有个划痕很不舒服，激活了就懒得退了，给个差评。大家签收前还是仔细检查外观的好。以后都不在线上买手机了?
-1087367174,PDKjgcnSJYWD,2021-01-05 09:19:05,1,刚买完就加 9元送无线充省了几百块心里好不爽
473865245,齐天大玖筒,2021-01-05 08:57:39,1,12月13号下单，预计29号能到。等了将近半个月，客服打电话来说29号没货，建议取消订单等拙劣的话术，我告知她我就要手机，不退款，如果不按约定的时间发货，我将投诉消协和工商，并起诉法院要求多倍赔偿，结果手机按时到了。你京东这么大**，双十二圈钱不发货，诱导退款，实属龌龊！包装盒破损，好在手机没事。
1756343599,j***f,2021-01-05 01:49:59,1,大家不要买玩着玩莫名其妙就会闪退
-1603890549,m***o,2021-01-04 22:04:35,1,屏幕与旧手机比明显发黄，也不敢换换了又怕又黄又绿裂开
-1782579281,jd_186621szy,2021-01-04 21:21:02,1,非常差的体验   才用几天就出现绿屏现象   担心不是正品   大家谨慎购买   客服就让去检测   费时费力   手机还是这样
1956783248,jd_183*****562,2021-01-04 19:22:13,1,才使用2天不到，出现蓝屏了，呜呜&hellip;&hellip;
-1600006171,h***3,2021-01-04 16:34:11,1,手机电一点也不耐用、一天到晚没有一个客服活人、问问题没回答，真是差到极品、还是苹果11pm好一点。不打游戏、就聊聊天、电一点也不耐用
-27111859,先生西西里,2021-01-04 14:54:40,1,新手机到货拆开触屏失灵不给退，失望
1237995067,陈鹏飞66888,2021-01-04 14:09:25,1,第二次买到次品
-1969720670,狮子水瓶座,2021-01-04 12:49:13,1,以旧换新的买家注意。手机非常好用 之所以给一星评价是对以旧换新的套路表示不满，旧手机回收的价格比评估的时候少了500元，仅仅因为他们检测说摄像头抖动 有点 ，我看了半天他们发的鉴定证书也没看出毛病，这种他们怎么说怎么是。而且因为评估时间长 新手机已经激活 无法退换。感觉非常恶心。 以旧换新的套路就在于只要你用了新手机 回收手机的价格随便安个莫须有的理由就**坑你钱 。建议苹果官网或者实体买新机 旧手机走咸鱼 现在京东一毛钱都不便宜 售后又和它没啥关系 我也是脑子坏掉了 在这里买 呵呵
-2057592918,小***了,2021-01-04 12:44:08,1,第一次给差评、打开里面都是灰尘边框还有掉漆、退回还要五到七天处理时间~时间跟你耗、这是最后一次来这了
-1377105294,j***0,2021-01-04 10:08:09,1,在京东购物无数，这是最恶心的一次。
一直用iphone，用了两年也该换了。
出于对京东的信任，直接购买的512pro max，同步购买了贴膜和手机壳。
由于同步有购买care，拿到手机后就直接导数据并激活使用了，突然发现右下角有掉漆！！！！
终于明白了***为什么叫***了。于是赶紧联系客服，给我答复答复竟然是只能补偿50块，建议留着自用或者**！！！    以这个价位的手机来说，新机会直接贬值吧？
建议买家买的时候睁大眼看清楚！！别被***给蒙了，否则都没地方说理去！！！
704896621,j***b,2021-01-03 23:39:57,1,拿个假货 找他们客服处理 一顿给你自动回复
704896621,j***b,2021-01-03 23:38:44,1,拿个假货那敷衍 找客服一顿敷衍
685674592,王子雪的帅气铲屎官,2021-01-03 22:32:42,1,京东老客户了，第一次给差评是因为爱回收，真的有被恶心到，这么多年的京东老客户了，相信京东才选择的以旧换新走爱回收,果然是和网上的评论一样，爱回收各种见面刀，各种压价，基本上和一开始预测的回收价差距巨大，想吃了苍蝇一样啊
78655949,海***7,2021-01-03 21:59:24,1,一万多的手机，充电插头都不配一个，太过分了
707832358,love丶茬漓別時,2021-01-03 20:22:57,1,人生第一部苹果手机，而且是最贵那款，打开就觉得这个封签怪怪的，好像有什么不对，果然太惊喜了！大惊喜！上边框中间一个刮痕，下边框一边一个，这也太什么了吧，差不多上万块钱的手机，品次这么差，太服了！
-1195569365,德成李,2021-01-03 17:42:16,1,手机无线局域网用的是低温wifi模块，有点太垃圾了
1003218409,h***6,2021-01-03 17:27:30,1,买之前一定要注意 iPhone12 全系列都会黄屏幕 我买了promax 屏幕很黄 技术说这个是产品设计 只能自己关闭愿彩显示来改善 这个很多人都有这个问题 申请退货需要有苹果检测报告 死循环
1893583417,抽象派的巧克力,2021-01-03 17:21:34,1,自营店都出售瑕疵品，一堆问题，还拿出来卖，售后问题也没人处理
639816622,j***R,2021-01-03 15:44:11,1,一般般不是特别好，用着就很一般，问题还没有带充电tou
1825732576,j***0,2021-01-03 13:38:19,1,屏幕有缝隙 A4纸都可以放到里面 刚买来一天 放着三小时掉了五度电 还有的救嘛？
1914701456,szNymWyXGtWB,2021-01-03 02:55:17,1,刚买完就出加9元送磁吸充电器也是可以了&hellip;&hellip;
1583267544,鸟儿飞飞eye,2021-01-03 01:23:25,1,最差的一次京东购物体验，手机刚入手6天，6天来断网无数次，从一个地方到另一个地方就断网，然后重启恢复。打了N次苹果官方客服电话，尝试了各种操作，还是无法解决。但苹果官方态度极佳。最后实在没有办法了，发起换货，但京东要求必须进行检测，根据检测报告才能换货。而苹果官方客服明确说，7天内无需出具检测报告。而京东客服回复，苹果官方自己的渠道售出的可以不用出据，而我们是京东，我们也要找官方，所以要出据。关键是京东收回做一次检测要7～15天。看来买苹果手机还是到官方店铺比较靠谱。
2134829751,j***x,2021-01-02 21:52:42,1,屏幕绿屏太明显了，苹果一向引以为荣的原色展示失准了。
不光是低光背景或者深色背景，就是正常照片也是屏幕明显发绿，可以找一样的手机照片或者背景图对比。
刚迁移完系统，大家看看吧。
-399265265,假面騎士drive,2021-01-02 19:59:58,1,登陆不上我的id也退不了id，然后我用ipad换也是这样子
-643902752,多年以后o,2021-01-02 13:47:24,1,质量问题音量键发虚发软，检测说所有机器都这样，不给换货也不给退，#，同样俩个手机一起用都不一样，跟我说都这样也是#真是店大欺客
